realtime_start,date,value,realtime_end
2018-11-07,2012-11-01,8660,2018-11-07
2018-11-07,2012-12-01,8800,2018-11-07
2018-11-07,2013-01-01,8828,2018-11-07
2018-11-07,2013-02-01,8904,2018-11-07
2018-11-07,2013-03-01,8683,2018-11-07
2018-11-07,2013-04-01,8731,2018-11-07
2018-11-07,2013-05-01,8746,2018-11-07
2018-11-07,2013-06-01,8750,2018-11-07
2018-11-07,2013-07-01,8708,2018-11-07
2018-11-07,2013-08-01,8710,2018-11-07
2018-11-07,2013-09-01,8664,2018-11-07
2018-11-07,2013-10-01,8761,2018-11-07
2018-11-07,2013-11-01,8651,2018-11-07
2018-11-07,2013-12-01,8614,2018-11-07
2018-11-07,2014-01-01,8656,2018-11-07
2018-11-07,2014-02-01,8677,2018-11-07
2018-11-07,2014-03-01,8707,2018-11-07
2018-11-07,2014-04-01,8706,2018-11-07
2018-11-07,2014-05-01,8588,2018-11-07
2018-11-07,2014-06-01,8516,2018-11-07
2018-11-07,2014-07-01,8598,2018-11-07
2018-11-07,2014-08-01,8693,2018-11-07
2018-11-07,2014-09-01,8871,2018-11-07
2018-11-07,2014-10-01,8845,2018-11-07
2018-11-07,2014-11-01,9047,2018-11-07
2018-11-07,2014-12-01,9019,2018-11-07
2018-11-07,2015-01-01,8866,2018-11-07
2018-11-07,2015-02-01,8708,2018-11-07
2018-11-07,2015-03-01,8525,2018-11-07
2018-11-07,2015-04-01,8650,2018-11-07
2018-11-07,2015-05-01,8714,2018-11-07
2018-11-07,2015-06-01,8820,2018-11-07
2018-11-07,2015-07-01,8668,2018-11-07
2018-11-07,2015-08-01,8670,2018-11-07
2018-11-07,2015-09-01,8694,2018-11-07
2018-11-07,2015-10-01,8622,2018-11-07
2018-11-07,2015-11-01,8480,2018-11-07
2018-11-07,2015-12-01,8453,2018-11-07
2018-11-07,2016-01-01,8318,2018-11-07
2018-11-07,2016-02-01,8378,2018-11-07
2018-11-07,2016-03-01,8253,2018-11-07
2018-11-07,2016-04-01,8318,2018-11-07
2018-11-07,2016-05-01,8338,2018-11-07
2018-11-07,2016-06-01,8309,2018-11-07
2018-11-07,2016-07-01,8390,2018-11-07
2018-11-07,2016-08-01,8505,2018-11-07
2018-11-07,2016-09-01,8157,2018-11-07
2018-11-07,2016-10-01,8042,2018-11-07
2018-11-07,2016-11-01,7884,2018-11-07
2018-11-07,2016-12-01,7970,2018-11-07
2018-11-07,2017-01-01,8069,2018-11-07
2018-11-07,2017-02-01,7876,2018-11-07
2018-11-07,2017-03-01,8145,2018-11-07
2018-11-07,2017-04-01,8253,2018-11-07
2018-11-07,2017-05-01,8106,2018-11-07
2018-11-07,2017-06-01,8062,2018-11-07
2018-11-07,2017-07-01,7974,2018-11-07
2018-11-07,2017-08-01,8027,2018-11-07
2018-11-07,2017-09-01,7994,2018-11-07
2018-11-07,2017-10-01,8125,2018-11-07
2018-11-07,2017-11-01,8248,2018-11-07
2018-11-07,2017-12-01,8122,2018-11-07
2018-11-07,2018-01-01,8224,2018-11-07
2018-11-07,2018-02-01,8152,2018-11-07
2018-11-07,2018-03-01,8194,2018-11-07
2018-11-07,2018-04-01,8244,2018-11-07
2018-11-07,2018-05-01,8256,2018-11-07
2018-11-07,2018-06-01,8329,2018-11-07
2018-11-07,2018-07-01,8335,2018-11-07
2018-11-07,2018-08-01,8385,2018-11-07
2018-11-07,2018-09-01,8460,2018-11-07
