realtime_start,date,value,realtime_end
2018-11-07,2016-01-01,50206,2018-11-07
2018-11-07,2016-02-01,51685,2018-11-07
2018-11-07,2016-03-01,56126,2018-11-07
2018-11-07,2016-04-01,56637,2018-11-07
2018-11-07,2016-05-01,57341,2018-11-07
2018-11-07,2016-06-01,54907,2018-11-07
2018-11-07,2016-07-01,56247,2018-11-07
2018-11-07,2016-08-01,55337,2018-11-07
2018-11-07,2016-09-01,54341,2018-11-07
2018-11-07,2016-10-01,55646,2018-11-07
2018-11-07,2016-11-01,53043,2018-11-07
2018-11-07,2016-12-01,57051,2018-11-07
2018-11-07,2017-01-01,52245,2018-11-07
2018-11-07,2017-02-01,51905,2018-11-07
2018-11-07,2017-03-01,59059,2018-11-07
2018-11-07,2017-04-01,57364,2018-11-07
2018-11-07,2017-05-01,58806,2018-11-07
2018-11-07,2017-06-01,57248,2018-11-07
2018-11-07,2017-07-01,57070,2018-11-07
2018-11-07,2017-08-01,57070,2018-11-07
2018-11-07,2017-09-01,55572,2018-11-07
2018-11-07,2017-10-01,56592,2018-11-07
2018-11-07,2017-11-01,54201,2018-11-07
2018-11-07,2017-12-01,59497,2018-11-07
2018-11-07,2018-01-01,53154,2018-11-07
2018-11-07,2018-02-01,53403,2018-11-07
2018-11-07,2018-03-01,61928,2018-11-07
2018-11-07,2018-04-01,59005,2018-11-07
2018-11-07,2018-05-01,62984,2018-11-07
2018-11-07,2018-06-01,62443,2018-11-07
2018-11-07,2018-07-01,62319,2018-11-07
2018-11-07,2018-08-01,63382,2018-11-07
2018-11-07,2018-09-01,58818,2018-11-07
