realtime_start,date,value,realtime_end
2018-11-07,2015-05-01,38304,2018-11-07
2018-11-07,2015-06-01,39194,2018-11-07
2018-11-07,2015-07-01,39263,2018-11-07
2018-11-07,2015-08-01,38115,2018-11-07
2018-11-07,2015-09-01,35983,2018-11-07
2018-11-07,2015-10-01,35562,2018-11-07
2018-11-07,2015-11-01,35056,2018-11-07
2018-11-07,2015-12-01,34681,2018-11-07
2018-11-07,2016-01-01,33271,2018-11-07
2018-11-07,2016-02-01,31576,2018-11-07
2018-11-07,2016-03-01,32912,2018-11-07
2018-11-07,2016-04-01,33876,2018-11-07
2018-11-07,2016-05-01,34763,2018-11-07
2018-11-07,2016-06-01,35977,2018-11-07
2018-11-07,2016-07-01,35229,2018-11-07
2018-11-07,2016-08-01,34588,2018-11-07
2018-11-07,2016-09-01,35455,2018-11-07
2018-11-07,2016-10-01,36256,2018-11-07
2018-11-07,2016-11-01,36074,2018-11-07
2018-11-07,2016-12-01,37351,2018-11-07
2018-11-07,2017-01-01,37949,2018-11-07
2018-11-07,2017-02-01,37919,2018-11-07
2018-11-07,2017-03-01,37789,2018-11-07
2018-11-07,2017-04-01,37686,2018-11-07
2018-11-07,2017-05-01,36425,2018-11-07
2018-11-07,2017-06-01,35982,2018-11-07
2018-11-07,2017-07-01,35751,2018-11-07
2018-11-07,2017-08-01,36936,2018-11-07
2018-11-07,2017-09-01,39163,2018-11-07
2018-11-07,2017-10-01,39334,2018-11-07
2018-11-07,2017-11-01,40656,2018-11-07
2018-11-07,2017-12-01,40939,2018-11-07
2018-11-07,2018-01-01,41609,2018-11-07
2018-11-07,2018-02-01,41688,2018-11-07
2018-11-07,2018-03-01,41707,2018-11-07
2018-11-07,2018-04-01,41877,2018-11-07
2018-11-07,2018-05-01,43074,2018-11-07
2018-11-07,2018-06-01,43330,2018-11-07
2018-11-07,2018-07-01,43502,2018-11-07
2018-11-07,2018-08-01,43997,2018-11-07
2018-11-07,2018-09-01,43640,2018-11-07
