realtime_start,date,value,realtime_end
2018-11-07,2007-09-01,45853,2018-11-07
2018-11-07,2007-10-01,46113,2018-11-07
2018-11-07,2007-11-01,46624,2018-11-07
2018-11-07,2007-12-01,46831,2018-11-07
2018-11-07,2008-01-01,46862,2018-11-07
2018-11-07,2008-02-01,46707,2018-11-07
2018-11-07,2008-03-01,46883,2018-11-07
2018-11-07,2008-04-01,47356,2018-11-07
2018-11-07,2008-05-01,47355,2018-11-07
2018-11-07,2008-06-01,47568,2018-11-07
2018-11-07,2008-07-01,47845,2018-11-07
2018-11-07,2008-08-01,47988,2018-11-07
2018-11-07,2008-09-01,47740,2018-11-07
2018-11-07,2008-10-01,47703,2018-11-07
2018-11-07,2008-11-01,47363,2018-11-07
2018-11-07,2008-12-01,46942,2018-11-07
2018-11-07,2009-01-01,47639,2018-11-07
2018-11-07,2009-02-01,46928,2018-11-07
2018-11-07,2009-03-01,46912,2018-11-07
2018-11-07,2009-04-01,47133,2018-11-07
2018-11-07,2009-05-01,47219,2018-11-07
2018-11-07,2009-06-01,47350,2018-11-07
2018-11-07,2009-07-01,47330,2018-11-07
2018-11-07,2009-08-01,47309,2018-11-07
2018-11-07,2009-09-01,47559,2018-11-07
2018-11-07,2009-10-01,47603,2018-11-07
2018-11-07,2009-11-01,47689,2018-11-07
2018-11-07,2009-12-01,48134,2018-11-07
2018-11-07,2010-01-01,47877,2018-11-07
2018-11-07,2010-02-01,48705,2018-11-07
2018-11-07,2010-03-01,48274,2018-11-07
2018-11-07,2010-04-01,48205,2018-11-07
2018-11-07,2010-05-01,48202,2018-11-07
2018-11-07,2010-06-01,47914,2018-11-07
2018-11-07,2010-07-01,47919,2018-11-07
2018-11-07,2010-08-01,48258,2018-11-07
2018-11-07,2010-09-01,48631,2018-11-07
2018-11-07,2010-10-01,48575,2018-11-07
2018-11-07,2010-11-01,49136,2018-11-07
2018-11-07,2010-12-01,49157,2018-11-07
2018-11-07,2011-01-01,49682,2018-11-07
2018-11-07,2011-02-01,50070,2018-11-07
2018-11-07,2011-03-01,50075,2018-11-07
2018-11-07,2011-04-01,50805,2018-11-07
2018-11-07,2011-05-01,50427,2018-11-07
2018-11-07,2011-06-01,50940,2018-11-07
2018-11-07,2011-07-01,50948,2018-11-07
2018-11-07,2011-08-01,51177,2018-11-07
2018-11-07,2011-09-01,51047,2018-11-07
2018-11-07,2011-10-01,51334,2018-11-07
2018-11-07,2011-11-01,51435,2018-11-07
2018-11-07,2011-12-01,51185,2018-11-07
2018-11-07,2012-01-01,51540,2018-11-07
2018-11-07,2012-02-01,51662,2018-11-07
2018-11-07,2012-03-01,52112,2018-11-07
2018-11-07,2012-04-01,52299,2018-11-07
2018-11-07,2012-05-01,52284,2018-11-07
2018-11-07,2012-06-01,52212,2018-11-07
2018-11-07,2012-07-01,52276,2018-11-07
2018-11-07,2012-08-01,52295,2018-11-07
2018-11-07,2012-09-01,52506,2018-11-07
2018-11-07,2012-10-01,52860,2018-11-07
2018-11-07,2012-11-01,52750,2018-11-07
2018-11-07,2012-12-01,52593,2018-11-07
2018-11-07,2013-01-01,52700,2018-11-07
2018-11-07,2013-02-01,53260,2018-11-07
2018-11-07,2013-03-01,53033,2018-11-07
2018-11-07,2013-04-01,52731,2018-11-07
2018-11-07,2013-05-01,53148,2018-11-07
2018-11-07,2013-06-01,53166,2018-11-07
2018-11-07,2013-07-01,53553,2018-11-07
2018-11-07,2013-08-01,53613,2018-11-07
2018-11-07,2013-09-01,53746,2018-11-07
2018-11-07,2013-10-01,53867,2018-11-07
2018-11-07,2013-11-01,53870,2018-11-07
2018-11-07,2013-12-01,54582,2018-11-07
2018-11-07,2014-01-01,54716,2018-11-07
2018-11-07,2014-02-01,54735,2018-11-07
2018-11-07,2014-03-01,54814,2018-11-07
2018-11-07,2014-04-01,55192,2018-11-07
