realtime_start,obs_date,revenue,realtime_end
11/7/18,8/1/08,25329,11/7/18
11/7/18,9/1/08,25217,11/7/18
11/7/18,10/1/08,24568,11/7/18
11/7/18,11/1/08,23196,11/7/18
11/7/18,12/1/08,22909,11/7/18
11/7/18,1/1/09,22758,11/7/18
11/7/18,2/1/09,22498,11/7/18
11/7/18,3/1/09,22149,11/7/18
11/7/18,4/1/09,22092,11/7/18
11/7/18,5/1/09,22310,11/7/18
11/7/18,6/1/09,22332,11/7/18
11/7/18,7/1/09,21883,11/7/18
11/7/18,8/1/09,21474,11/7/18
11/7/18,9/1/09,21363,11/7/18
11/7/18,10/1/09,20661,11/7/18
11/7/18,11/1/09,20931,11/7/18
11/7/18,12/1/09,20849,11/7/18
11/7/18,1/1/10,20566,11/7/18
11/7/18,2/1/10,20448,11/7/18
11/7/18,3/1/10,21883,11/7/18
11/7/18,4/1/10,23518,11/7/18
11/7/18,5/1/10,21742,11/7/18
11/7/18,6/1/10,21544,11/7/18
11/7/18,7/1/10,21499,11/7/18
11/7/18,8/1/10,21268,11/7/18
11/7/18,9/1/10,21336,11/7/18
11/7/18,10/1/10,22040,11/7/18
11/7/18,11/1/10,21964,11/7/18
11/7/18,12/1/10,22099,11/7/18
11/7/18,1/1/11,21484,11/7/18
11/7/18,2/1/11,21193,11/7/18
11/7/18,3/1/11,21863,11/7/18
11/7/18,4/1/11,22066,11/7/18
11/7/18,5/1/11,22324,11/7/18
11/7/18,6/1/11,22720,11/7/18
11/7/18,7/1/11,22761,11/7/18
11/7/18,8/1/11,22786,11/7/18
11/7/18,9/1/11,22637,11/7/18
11/7/18,10/1/11,23242,11/7/18
11/7/18,11/1/11,22904,11/7/18
11/7/18,12/1/11,23447,11/7/18
11/7/18,1/1/12,23618,11/7/18
11/7/18,2/1/12,23573,11/7/18
11/7/18,3/1/12,24570,11/7/18
11/7/18,4/1/12,23390,11/7/18
11/7/18,5/1/12,22748,11/7/18
11/7/18,6/1/12,22571,11/7/18
11/7/18,7/1/12,22697,11/7/18
11/7/18,8/1/12,23075,11/7/18
11/7/18,9/1/12,23696,11/7/18
11/7/18,10/1/12,23820,11/7/18
11/7/18,11/1/12,24108,11/7/18
11/7/18,12/1/12,24130,11/7/18
11/7/18,1/1/13,24407,11/7/18
11/7/18,2/1/13,24818,11/7/18
11/7/18,3/1/13,24792,11/7/18
11/7/18,4/1/13,24948,11/7/18
11/7/18,5/1/13,25461,11/7/18
11/7/18,6/1/13,24996,11/7/18
11/7/18,7/1/13,25588,11/7/18
11/7/18,8/1/13,25517,11/7/18
11/7/18,9/1/13,25506,11/7/18
11/7/18,10/1/13,25159,11/7/18
