realtime_start,obs_date,revenue,realtime_end
11/7/18,10/1/15,9108,11/7/18
11/7/18,11/1/15,9488,11/7/18
11/7/18,12/1/15,10925,11/7/18
11/7/18,1/1/16,8188,11/7/18
11/7/18,2/1/16,8395,11/7/18
11/7/18,3/1/16,9281,11/7/18
11/7/18,4/1/16,8629,11/7/18
11/7/18,5/1/16,9036,11/7/18
11/7/18,6/1/16,9157,11/7/18
11/7/18,7/1/16,9235,11/7/18
11/7/18,8/1/16,9639,11/7/18
11/7/18,9/1/16,9621,11/7/18
11/7/18,10/1/16,9160,11/7/18
11/7/18,11/1/16,10089,11/7/18
11/7/18,12/1/16,11038,11/7/18
11/7/18,1/1/17,8480,11/7/18
11/7/18,2/1/17,8471,11/7/18
11/7/18,3/1/17,9945,11/7/18
11/7/18,4/1/17,8878,11/7/18
11/7/18,5/1/17,9755,11/7/18
11/7/18,6/1/17,9717,11/7/18
11/7/18,7/1/17,9588,11/7/18
11/7/18,8/1/17,10246,11/7/18
11/7/18,9/1/17,9879,11/7/18
11/7/18,10/1/17,9851,11/7/18
11/7/18,11/1/17,10915,11/7/18
11/7/18,12/1/17,11636,11/7/18
11/7/18,1/1/18,9016,11/7/18
11/7/18,2/1/18,8816,11/7/18
11/7/18,3/1/18,10353,11/7/18
11/7/18,4/1/18,9527,11/7/18
11/7/18,5/1/18,10286,11/7/18
11/7/18,6/1/18,10103,11/7/18
11/7/18,7/1/18,10113,11/7/18
11/7/18,8/1/18,10624,11/7/18
11/7/18,9/1/18,10029,11/7/18
