realtime_start,obs_date,revenue,realtime_end
11/7/18,7/1/09,47330,11/7/18
11/7/18,8/1/09,47309,11/7/18
11/7/18,9/1/09,47559,11/7/18
11/7/18,10/1/09,47603,11/7/18
11/7/18,11/1/09,47689,11/7/18
11/7/18,12/1/09,48134,11/7/18
11/7/18,1/1/10,47877,11/7/18
11/7/18,2/1/10,48705,11/7/18
11/7/18,3/1/10,48274,11/7/18
11/7/18,4/1/10,48205,11/7/18
11/7/18,5/1/10,48202,11/7/18
11/7/18,6/1/10,47914,11/7/18
11/7/18,7/1/10,47919,11/7/18
11/7/18,8/1/10,48258,11/7/18
11/7/18,9/1/10,48631,11/7/18
11/7/18,10/1/10,48575,11/7/18
11/7/18,11/1/10,49136,11/7/18
11/7/18,12/1/10,49157,11/7/18
11/7/18,1/1/11,49682,11/7/18
11/7/18,2/1/11,50070,11/7/18
11/7/18,3/1/11,50075,11/7/18
11/7/18,4/1/11,50805,11/7/18
11/7/18,5/1/11,50427,11/7/18
11/7/18,6/1/11,50940,11/7/18
11/7/18,7/1/11,50948,11/7/18
11/7/18,8/1/11,51177,11/7/18
11/7/18,9/1/11,51047,11/7/18
11/7/18,10/1/11,51334,11/7/18
11/7/18,11/1/11,51435,11/7/18
11/7/18,12/1/11,51185,11/7/18
11/7/18,1/1/12,51540,11/7/18
11/7/18,2/1/12,51662,11/7/18
11/7/18,3/1/12,52112,11/7/18
11/7/18,4/1/12,52299,11/7/18
11/7/18,5/1/12,52284,11/7/18
11/7/18,6/1/12,52212,11/7/18
11/7/18,7/1/12,52276,11/7/18
11/7/18,8/1/12,52295,11/7/18
11/7/18,9/1/12,52506,11/7/18
11/7/18,10/1/12,52860,11/7/18
11/7/18,11/1/12,52750,11/7/18
11/7/18,12/1/12,52593,11/7/18
11/7/18,1/1/13,52700,11/7/18
11/7/18,2/1/13,53260,11/7/18
11/7/18,3/1/13,53033,11/7/18
11/7/18,4/1/13,52731,11/7/18
11/7/18,5/1/13,53148,11/7/18
11/7/18,6/1/13,53166,11/7/18
11/7/18,7/1/13,53553,11/7/18
11/7/18,8/1/13,53613,11/7/18
