realtime_start,obs_date,revenue,realtime_end
11/7/18,7/1/13,45706,11/7/18
11/7/18,8/1/13,45216,11/7/18
11/7/18,9/1/13,45245,11/7/18
11/7/18,10/1/13,44633,11/7/18
11/7/18,11/1/13,44267,11/7/18
11/7/18,12/1/13,46076,11/7/18
11/7/18,1/1/14,46564,11/7/18
11/7/18,2/1/14,46817,11/7/18
11/7/18,3/1/14,46079,11/7/18
11/7/18,4/1/14,46508,11/7/18
11/7/18,5/1/14,46103,11/7/18
11/7/18,6/1/14,45296,11/7/18
11/7/18,7/1/14,45085,11/7/18
11/7/18,8/1/14,45150,11/7/18
11/7/18,9/1/14,44770,11/7/18
11/7/18,10/1/14,43858,11/7/18
11/7/18,11/1/14,42689,11/7/18
11/7/18,12/1/14,39738,11/7/18
11/7/18,1/1/15,35772,11/7/18
11/7/18,2/1/15,36853,11/7/18
11/7/18,3/1/15,37446,11/7/18
11/7/18,4/1/15,36886,11/7/18
11/7/18,5/1/15,38304,11/7/18
11/7/18,6/1/15,39194,11/7/18
11/7/18,7/1/15,39263,11/7/18
11/7/18,8/1/15,38115,11/7/18
11/7/18,9/1/15,35983,11/7/18
11/7/18,10/1/15,35562,11/7/18
11/7/18,11/1/15,35056,11/7/18
11/7/18,12/1/15,34681,11/7/18
11/7/18,1/1/16,33271,11/7/18
11/7/18,2/1/16,31576,11/7/18
11/7/18,3/1/16,32912,11/7/18
11/7/18,4/1/16,33876,11/7/18
11/7/18,5/1/16,34763,11/7/18
11/7/18,6/1/16,35977,11/7/18
11/7/18,7/1/16,35229,11/7/18
11/7/18,8/1/16,34588,11/7/18
11/7/18,9/1/16,35455,11/7/18
11/7/18,10/1/16,36256,11/7/18
11/7/18,11/1/16,36074,11/7/18
11/7/18,12/1/16,37351,11/7/18
11/7/18,1/1/17,37949,11/7/18
11/7/18,2/1/17,37919,11/7/18
11/7/18,3/1/17,37789,11/7/18
11/7/18,4/1/17,37686,11/7/18
11/7/18,5/1/17,36425,11/7/18
11/7/18,6/1/17,35982,11/7/18
11/7/18,7/1/17,35751,11/7/18
11/7/18,8/1/17,36936,11/7/18
11/7/18,9/1/17,39163,11/7/18
11/7/18,10/1/17,39334,11/7/18
11/7/18,11/1/17,40656,11/7/18
11/7/18,12/1/17,40939,11/7/18
11/7/18,1/1/18,41609,11/7/18
11/7/18,2/1/18,41688,11/7/18
11/7/18,3/1/18,41707,11/7/18
11/7/18,4/1/18,41877,11/7/18
11/7/18,5/1/18,43074,11/7/18
11/7/18,6/1/18,43330,11/7/18
11/7/18,7/1/18,43502,11/7/18
11/7/18,8/1/18,43997,11/7/18
11/7/18,9/1/18,43640,11/7/18
